date,station_id,station_name,river,basin,lat,lon,role,stage_m,discharge_m3s,precip_mm,temp_c,sediment_kgm3,area_m2,warn_stage_m,alert_stage_m,warn_q_m3s,alert_q_m3s
2023-04-21,TAO-WY,渭源,洮河,洮河,35.137,104.211,upstream,2088.12,10.51,0.0,21.9,1.15,14.0,2090.5,2091.5,120,250
2023-04-22,TAO-WY,渭源,洮河,洮河,35.137,104.211,upstream,2088.12,10.47,17.5,19.0,1.17,13.9,2090.5,2091.5,120,250
2023-04-23,TAO-WY,渭源,洮河,洮河,35.137,104.211,upstream,2088.12,10.85,1.1,13.9,1.25,14.4,2090.5,2091.5,120,250
2023-04-24,TAO-WY,渭源,洮河,洮河,35.137,104.211,upstream,2088.12,10.22,0.0,10.2,1.08,13.6,2090.5,2091.5,120,250
2023-04-25,TAO-WY,渭源,洮河,洮河,35.137,104.211,upstream,2088.12,10.04,0.0,10.5,1.1,13.4,2090.5,2091.5,120,250
2023-04-26,TAO-WY,渭源,洮河,洮河,35.137,104.211,upstream,2088.12,9.49,0.7,12.1,1.07,12.7,2090.5,2091.5,120,250
2023-04-27,TAO-WY,渭源,洮河,洮河,35.137,104.211,upstream,2088.11,9.22,0.5,13.6,0.87,12.4,2090.5,2091.5,120,250
2023-04-28,TAO-WY,渭源,洮河,洮河,35.137,104.211,upstream,2088.12,10.49,37.1,12.5,1.03,13.9,2090.5,2091.5,120,250
2023-04-29,TAO-WY,渭源,洮河,洮河,35.137,104.211,upstream,2088.15,16.27,6.3,14.1,1.32,20.8,2090.5,2091.5,120,250
2023-04-30,TAO-WY,渭源,洮河,洮河,35.137,104.211,upstream,2088.17,24.01,14.3,15.3,1.65,29.8,2090.5,2091.5,120,250
2023-05-01,TAO-WY,渭源,洮河,洮河,35.137,104.211,upstream,2088.23,47.8,1.7,11.8,2.41,56.1,2090.5,2091.5,120,250
2023-05-02,TAO-WY,渭源,洮河,洮河,35.137,104.211,upstream,2088.25,61.84,3.6,10.1,3.17,71.2,2090.5,2091.5,120,250
2023-05-03,TAO-WY,渭源,洮河,洮河,35.137,104.211,upstream,2088.25,58.45,2.9,9.3,3.05,67.6,2090.5,2091.5,120,250
2023-05-04,TAO-WY,渭源,洮河,洮河,35.137,104.211,upstream,2088.23,46.67,1.8,9.7,2.39,54.9,2090.5,2091.5,120,250
2023-05-05,TAO-WY,渭源,洮河,洮河,35.137,104.211,upstream,2088.21,40.1,0.1,12.1,2.35,47.7,2090.5,2091.5,120,250
2023-05-06,TAO-WY,渭源,洮河,洮河,35.137,104.211,upstream,2088.21,40.1,0.0,14.7,2.39,47.7,2090.5,2091.5,120,250
2023-05-07,TAO-WY,渭源,洮河,洮河,35.137,104.211,upstream,2088.21,37.38,0.8,16.2,2.14,44.7,2090.5,2091.5,120,250
2023-05-08,TAO-WY,渭源,洮河,洮河,35.137,104.211,upstream,2088.19,31.94,0.8,18.8,1.8,38.7,2090.5,2091.5,120,250
2023-05-09,TAO-WY,渭源,洮河,洮河,35.137,104.211,upstream,2088.18,27.41,4.3,16.5,1.86,33.6,2090.5,2091.5,120,250
2023-05-10,TAO-WY,渭源,洮河,洮河,35.137,104.211,upstream,2088.18,25.6,0.0,14.9,1.65,31.6,2090.5,2091.5,120,250
2023-05-11,TAO-WY,渭源,洮河,洮河,35.137,104.211,upstream,2088.18,27.41,0.0,17.7,1.7,33.6,2090.5,2091.5,120,250
2023-05-12,TAO-WY,渭源,洮河,洮河,35.137,104.211,upstream,2088.22,42.59,0.0,20.8,2.3,50.4,2090.5,2091.5,120,250
2023-05-13,TAO-WY,渭源,洮河,洮河,35.137,104.211,upstream,2088.2,35.34,10.1,20.2,1.97,42.5,2090.5,2091.5,120,250
2023-05-14,TAO-WY,渭源,洮河,洮河,35.137,104.211,upstream,2088.19,29.22,0.0,18.6,1.89,35.6,2090.5,2091.5,120,250
2023-05-15,TAO-WY,渭源,洮河,洮河,35.137,104.211,upstream,2088.17,24.92,0.0,17.0,1.7,30.8,2090.5,2091.5,120,250
2023-05-16,TAO-WY,渭源,洮河,洮河,35.137,104.211,upstream,2088.16,21.79,1.4,18.6,1.61,27.2,2090.5,2091.5,120,250
2023-05-17,TAO-WY,渭源,洮河,洮河,35.137,104.211,upstream,2088.16,21.36,0.6,19.1,1.55,26.7,2090.5,2091.5,120,250
2023-05-18,TAO-WY,渭源,洮河,洮河,35.137,104.211,upstream,2088.15,18.94,0.0,15.1,1.36,23.9,2090.5,2091.5,120,250
2023-05-19,TAO-WY,渭源,洮河,洮河,35.137,104.211,upstream,2088.15,17.1,0.1,17.2,1.34,21.8,2090.5,2091.5,120,250
2023-05-20,TAO-WY,渭源,洮河,洮河,35.137,104.211,upstream,2088.14,15.02,0.0,19.3,1.33,19.3,2090.5,2091.5,120,250
2023-05-21,TAO-WY,渭源,洮河,洮河,35.137,104.211,upstream,2088.14,13.77,1.9,18.2,1.2,17.9,2090.5,2091.5,120,250
2023-05-22,TAO-WY,渭源,洮河,洮河,35.137,104.211,upstream,2088.13,12.16,0.0,20.0,1.34,15.9,2090.5,2091.5,120,250
2023-05-23,TAO-WY,渭源,洮河,洮河,35.137,104.211,upstream,2088.12,11.19,0.0,19.2,1.12,14.8,2090.5,2091.5,120,250
2023-05-24,TAO-WY,渭源,洮河,洮河,35.137,104.211,upstream,2088.12,10.33,0.0,19.2,1.07,13.7,2090.5,2091.5,120,250
2023-05-25,TAO-WY,渭源,洮河,洮河,35.137,104.211,upstream,2088.12,9.51,0.0,17.2,1.13,12.7,2090.5,2091.5,120,250
2023-05-26,TAO-WY,渭源,洮河,洮河,35.137,104.211,upstream,2088.11,8.88,0.0,17.2,1.09,12.0,2090.5,2091.5,120,250
2023-05-27,TAO-WY,渭源,洮河,洮河,35.137,104.211,upstream,2088.11,8.36,0.0,18.3,1.03,11.3,2090.5,2091.5,120,250
2023-05-28,TAO-WY,渭源,洮河,洮河,35.137,104.211,upstream,2088.11,8.88,0.5,16.9,1.03,12.0,2090.5,2091.5,120,250
2023-05-29,TAO-WY,渭源,洮河,洮河,35.137,104.211,upstream,2088.11,8.86,8.1,19.2,1.07,11.9,2090.5,2091.5,120,250
2023-05-30,TAO-WY,渭源,洮河,洮河,35.137,104.211,upstream,2088.11,7.86,0.2,18.5,1.05,10.7,2090.5,2091.5,120,250
2023-05-31,TAO-WY,渭源,洮河,洮河,35.137,104.211,upstream,2088.1,7.09,0.0,18.0,1.02,9.7,2090.5,2091.5,120,250
2023-06-01,TAO-WY,渭源,洮河,洮河,35.137,104.211,upstream,2088.1,6.84,0.0,20.8,0.96,9.4,2090.5,2091.5,120,250
2023-06-02,TAO-WY,渭源,洮河,洮河,35.137,104.211,upstream,2088.1,6.43,0.0,24.1,0.98,8.9,2090.5,2091.5,120,250
2023-06-03,TAO-WY,渭源,洮河,洮河,35.137,104.211,upstream,2088.09,5.69,0.4,24.1,0.97,8.0,2090.5,2091.5,120,250
2023-06-04,TAO-WY,渭源,洮河,洮河,35.137,104.211,upstream,2088.09,5.55,1.1,18.5,0.96,7.8,2090.5,2091.5,120,250
2023-06-05,TAO-WY,渭源,洮河,洮河,35.137,104.211,upstream,2088.09,5.32,0.0,19.4,0.77,7.5,2090.5,2091.5,120,250
2023-06-06,TAO-WY,渭源,洮河,洮河,35.137,104.211,upstream,2088.09,4.85,0.0,21.0,0.86,6.9,2090.5,2091.5,120,250
2023-06-07,TAO-WY,渭源,洮河,洮河,35.137,104.211,upstream,2088.09,4.73,0.0,21.9,0.86,6.8,2090.5,2091.5,120,250
2023-06-08,TAO-WY,渭源,洮河,洮河,35.137,104.211,upstream,2088.09,4.89,0.0,19.3,0.89,7.0,2090.5,2091.5,120,250
2023-06-09,TAO-WY,渭源,洮河,洮河,35.137,104.211,upstream,2088.08,4.33,3.5,18.3,0.89,6.2,2090.5,2091.5,120,250
2023-06-10,TAO-WY,渭源,洮河,洮河,35.137,104.211,upstream,2088.08,4.17,0.0,21.2,0.91,6.0,2090.5,2091.5,120,250
2023-06-11,TAO-WY,渭源,洮河,洮河,35.137,104.211,upstream,2088.08,3.94,0.0,24.1,0.89,5.7,2090.5,2091.5,120,250
2023-06-12,TAO-WY,渭源,洮河,洮河,35.137,104.211,upstream,2088.08,3.85,9.8,22.8,0.86,5.6,2090.5,2091.5,120,250
2023-06-13,TAO-WY,渭源,洮河,洮河,35.137,104.211,upstream,2088.08,4.1,0.0,20.5,0.87,5.9,2090.5,2091.5,120,250
2023-06-14,TAO-WY,渭源,洮河,洮河,35.137,104.211,upstream,2088.08,3.99,0.4,20.8,0.94,5.8,2090.5,2091.5,120,250
2023-06-15,TAO-WY,渭源,洮河,洮河,35.137,104.211,upstream,2088.08,4.01,0.0,20.6,0.84,5.8,2090.5,2091.5,120,250
2023-06-16,TAO-WY,渭源,洮河,洮河,35.137,104.211,upstream,2088.08,4.08,7.4,20.9,0.88,5.9,2090.5,2091.5,120,250
2023-06-17,TAO-WY,渭源,洮河,洮河,35.137,104.211,upstream,2088.08,4.21,1.2,21.7,0.94,6.1,2090.5,2091.5,120,250
2023-06-18,TAO-WY,渭源,洮河,洮河,35.137,104.211,upstream,2088.08,4.17,0.0,22.4,0.89,6.0,2090.5,2091.5,120,250
2023-06-19,TAO-WY,渭源,洮河,洮河,35.137,104.211,upstream,2088.08,4.17,0.5,24.1,0.78,6.0,2090.5,2091.5,120,250
2023-06-20,TAO-WY,渭源,洮河,洮河,35.137,104.211,upstream,2088.09,4.8,9.5,21.8,0.91,6.8,2090.5,2091.5,120,250
2023-06-21,TAO-WY,渭源,洮河,洮河,35.137,104.211,upstream,2088.09,5.69,13.0,17.8,0.91,8.0,2090.5,2091.5,120,250
2023-06-22,TAO-WY,渭源,洮河,洮河,35.137,104.211,upstream,2088.09,5.5,4.4,16.7,0.92,7.7,2090.5,2091.5,120,250
2023-06-23,TAO-WY,渭源,洮河,洮河,35.137,104.211,upstream,2088.1,7.18,16.0,20.1,1.04,9.9,2090.5,2091.5,120,250
2023-06-24,TAO-WY,渭源,洮河,洮河,35.137,104.211,upstream,2088.1,7.05,25.7,22.8,1.0,9.7,2090.5,2091.5,120,250
2023-06-25,TAO-WY,渭源,洮河,洮河,35.137,104.211,upstream,2088.1,6.86,8.5,23.6,0.96,9.5,2090.5,2091.5,120,250
2023-06-26,TAO-WY,渭源,洮河,洮河,35.137,104.211,upstream,2088.11,8.16,1.3,24.4,1.07,11.1,2090.5,2091.5,120,250
2023-06-27,TAO-WY,渭源,洮河,洮河,35.137,104.211,upstream,2088.13,13.55,37.8,22.8,1.25,17.6,2090.5,2091.5,120,250
2023-06-28,TAO-WY,渭源,洮河,洮河,35.137,104.211,upstream,2088.14,14.91,0.6,21.8,1.28,19.2,2090.5,2091.5,120,250
2023-06-29,TAO-WY,渭源,洮河,洮河,35.137,104.211,upstream,2088.13,12.03,0.0,22.8,1.18,15.8,2090.5,2091.5,120,250
2023-06-30,TAO-WY,渭源,洮河,洮河,35.137,104.211,upstream,2088.12,10.58,0.1,24.0,1.12,14.0,2090.5,2091.5,120,250
2023-07-01,TAO-WY,渭源,洮河,洮河,35.137,104.211,upstream,2088.12,10.19,8.5,23.6,1.08,13.6,2090.5,2091.5,120,250
2023-07-02,TAO-WY,渭源,洮河,洮河,35.137,104.211,upstream,2088.11,9.2,3.2,24.5,1.03,12.4,2090.5,2091.5,120,250
2023-07-03,TAO-WY,渭源,洮河,洮河,35.137,104.211,upstream,2088.11,8.11,2.7,26.3,1.02,11.0,2090.5,2091.5,120,250
2023-07-04,TAO-WY,渭源,洮河,洮河,35.137,104.211,upstream,2088.11,9.04,18.7,25.3,1.0,12.2,2090.5,2091.5,120,250
2023-07-05,TAO-WY,渭源,洮河,洮河,35.137,104.211,upstream,2088.11,8.68,0.4,27.0,0.97,11.7,2090.5,2091.5,120,250
2023-07-06,TAO-WY,渭源,洮河,洮河,35.137,104.211,upstream,2088.11,8.86,1.5,26.6,1.11,11.9,2090.5,2091.5,120,250
2023-07-07,TAO-WY,渭源,洮河,洮河,35.137,104.211,upstream,2088.11,8.47,4.6,26.4,1.02,11.5,2090.5,2091.5,120,250
2023-07-08,TAO-WY,渭源,洮河,洮河,35.137,104.211,upstream,2088.1,6.8,6.1,25.1,0.97,9.4,2090.5,2091.5,120,250
2023-07-09,TAO-WY,渭源,洮河,洮河,35.137,104.211,upstream,2088.1,6.03,13.5,24.2,0.94,8.4,2090.5,2091.5,120,250
2023-07-10,TAO-WY,渭源,洮河,洮河,35.137,104.211,upstream,2088.1,6.39,0.5,23.9,0.96,8.9,2090.5,2091.5,120,250
2023-07-11,TAO-WY,渭源,洮河,洮河,35.137,104.211,upstream,2088.09,5.91,0.0,25.2,0.94,8.3,2090.5,2091.5,120,250
2023-07-12,TAO-WY,渭源,洮河,洮河,35.137,104.211,upstream,2088.1,6.12,0.0,26.0,0.95,8.5,2090.5,2091.5,120,250
2023-07-13,TAO-WY,渭源,洮河,洮河,35.137,104.211,upstream,2088.1,5.94,0.6,27.1,0.9,8.3,2090.5,2091.5,120,250
2023-07-14,TAO-WY,渭源,洮河,洮河,35.137,104.211,upstream,2088.1,6.32,12.2,25.4,1.0,8.8,2090.5,2091.5,120,250
2023-07-15,TAO-WY,渭源,洮河,洮河,35.137,104.211,upstream,2088.11,8.16,0.9,24.8,0.98,11.1,2090.5,2091.5,120,250
2023-07-16,TAO-WY,渭源,洮河,洮河,35.137,104.211,upstream,2088.1,6.64,15.7,25.4,1.01,9.2,2090.5,2091.5,120,250
2023-07-17,TAO-WY,渭源,洮河,洮河,35.137,104.211,upstream,2088.09,5.19,0.1,26.3,0.82,7.3,2090.5,2091.5,120,250
2023-07-18,TAO-WY,渭源,洮河,洮河,35.137,104.211,upstream,2088.08,4.44,0.0,27.1,0.84,6.4,2090.5,2091.5,120,250
2023-07-19,TAO-WY,渭源,洮河,洮河,35.137,104.211,upstream,2088.09,5.75,1.0,25.7,0.98,8.1,2090.5,2091.5,120,250
2023-07-20,TAO-WY,渭源,洮河,洮河,35.137,104.211,upstream,2088.1,7.27,0.6,25.6,0.98,10.0,2090.5,2091.5,120,250
2023-07-21,TAO-WY,渭源,洮河,洮河,35.137,104.211,upstream,2088.11,7.82,2.2,25.4,0.97,10.6,2090.5,2091.5,120,250
2023-07-22,TAO-WY,渭源,洮河,洮河,35.137,104.211,upstream,2088.1,6.71,0.0,24.7,0.98,9.3,2090.5,2091.5,120,250
2023-07-23,TAO-WY,渭源,洮河,洮河,35.137,104.211,upstream,2088.09,5.5,0.4,24.4,0.87,7.7,2090.5,2091.5,120,250
2023-07-24,TAO-WY,渭源,洮河,洮河,35.137,104.211,upstream,2088.09,5.21,7.9,23.7,0.92,7.4,2090.5,2091.5,120,250
2023-07-25,TAO-WY,渭源,洮河,洮河,35.137,104.211,upstream,2088.08,4.53,11.2,23.7,0.79,6.5,2090.5,2091.5,120,250
2023-07-26,TAO-WY,渭源,洮河,洮河,35.137,104.211,upstream,2088.08,4.12,12.4,25.5,0.85,6.0,2090.5,2091.5,120,250
2023-07-27,TAO-WY,渭源,洮河,洮河,35.137,104.211,upstream,2088.08,3.81,0.2,29.1,0.83,5.5,2090.5,2091.5,120,250
2023-07-28,TAO-WY,渭源,洮河,洮河,35.137,104.211,upstream,2088.08,3.96,0.8,29.2,0.89,5.7,2090.5,2091.5,120,250
2023-07-29,TAO-WY,渭源,洮河,洮河,35.137,104.211,upstream,2088.09,4.8,1.3,28.5,0.94,6.8,2090.5,2091.5,120,250
2023-07-30,TAO-WY,渭源,洮河,洮河,35.137,104.211,upstream,2088.08,4.33,0.0,26.0,0.84,6.2,2090.5,2091.5,120,250
2023-07-31,TAO-WY,渭源,洮河,洮河,35.137,104.211,upstream,2088.07,3.19,4.0,23.9,0.9,4.7,2090.5,2091.5,120,250
2023-08-01,TAO-WY,渭源,洮河,洮河,35.137,104.211,upstream,2088.07,3.26,0.0,23.5,0.82,4.8,2090.5,2091.5,120,250
2023-08-02,TAO-WY,渭源,洮河,洮河,35.137,104.211,upstream,2088.07,3.06,0.0,23.4,0.75,4.5,2090.5,2091.5,120,250
2023-08-03,TAO-WY,渭源,洮河,洮河,35.137,104.211,upstream,2088.07,2.76,0.5,22.5,0.72,4.1,2090.5,2091.5,120,250
2023-08-04,TAO-WY,渭源,洮河,洮河,35.137,104.211,upstream,2088.07,2.65,1.3,22.0,0.88,4.0,2090.5,2091.5,120,250
2023-08-05,TAO-WY,渭源,洮河,洮河,35.137,104.211,upstream,2088.07,2.51,0.0,25.0,0.81,3.8,2090.5,2091.5,120,250
2023-08-06,TAO-WY,渭源,洮河,洮河,35.137,104.211,upstream,2088.07,2.83,0.6,25.5,0.8,4.2,2090.5,2091.5,120,250
2023-08-07,TAO-WY,渭源,洮河,洮河,35.137,104.211,upstream,2088.09,5.07,13.6,25.4,0.87,7.2,2090.5,2091.5,120,250
2023-08-08,TAO-WY,渭源,洮河,洮河,35.137,104.211,upstream,2088.11,7.88,0.7,24.6,0.96,10.7,2090.5,2091.5,120,250
2023-08-09,TAO-WY,渭源,洮河,洮河,35.137,104.211,upstream,2088.09,4.71,0.1,24.5,0.95,6.7,2090.5,2091.5,120,250
2023-08-10,TAO-WY,渭源,洮河,洮河,35.137,104.211,upstream,2088.09,5.5,12.9,22.5,0.92,7.7,2090.5,2091.5,120,250
2023-08-11,TAO-WY,渭源,洮河,洮河,35.137,104.211,upstream,2088.09,5.64,0.0,24.8,1.01,7.9,2090.5,2091.5,120,250
2023-08-12,TAO-WY,渭源,洮河,洮河,35.137,104.211,upstream,2088.09,4.69,0.4,26.3,0.88,6.7,2090.5,2091.5,120,250
2023-08-13,TAO-WY,渭源,洮河,洮河,35.137,104.211,upstream,2088.08,3.81,0.1,27.6,0.76,5.5,2090.5,2091.5,120,250
2023-08-14,TAO-WY,渭源,洮河,洮河,35.137,104.211,upstream,2088.07,3.24,5.6,25.4,0.87,4.8,2090.5,2091.5,120,250
2023-08-15,TAO-WY,渭源,洮河,洮河,35.137,104.211,upstream,2088.07,3.31,3.8,26.8,0.83,4.9,2090.5,2091.5,120,250
2023-08-16,TAO-WY,渭源,洮河,洮河,35.137,104.211,upstream,2088.08,3.58,0.3,24.7,0.84,5.2,2090.5,2091.5,120,250
2023-08-17,TAO-WY,渭源,洮河,洮河,35.137,104.211,upstream,2088.07,3.08,1.0,25.0,0.9,4.6,2090.5,2091.5,120,250
2023-08-18,TAO-WY,渭源,洮河,洮河,35.137,104.211,upstream,2088.07,2.88,1.9,25.1,0.82,4.3,2090.5,2091.5,120,250
2023-08-19,TAO-WY,渭源,洮河,洮河,35.137,104.211,upstream,2088.07,2.76,0.0,22.6,0.87,4.1,2090.5,2091.5,120,250
2023-08-20,TAO-WY,渭源,洮河,洮河,35.137,104.211,upstream,2088.07,2.56,0.0,23.9,0.81,3.9,2090.5,2091.5,120,250
2023-08-21,TAO-WY,渭源,洮河,洮河,35.137,104.211,upstream,2088.06,2.31,0.0,26.4,0.77,3.5,2090.5,2091.5,120,250
2023-08-22,TAO-WY,渭源,洮河,洮河,35.137,104.211,upstream,2088.06,2.06,0.0,26.1,0.82,3.2,2090.5,2091.5,120,250
2023-08-23,TAO-WY,渭源,洮河,洮河,35.137,104.211,upstream,2088.06,1.94,0.0,22.6,0.77,3.0,2090.5,2091.5,120,250
2023-08-24,TAO-WY,渭源,洮河,洮河,35.137,104.211,upstream,2088.06,1.8,5.6,24.2,0.83,2.8,2090.5,2091.5,120,250
2023-08-25,TAO-WY,渭源,洮河,洮河,35.137,104.211,upstream,2088.06,2.04,1.2,25.3,0.83,3.2,2090.5,2091.5,120,250
2023-08-26,TAO-WY,渭源,洮河,洮河,35.137,104.211,upstream,2088.07,2.81,3.3,26.6,0.83,4.2,2090.5,2091.5,120,250
2023-08-27,TAO-WY,渭源,洮河,洮河,35.137,104.211,upstream,2088.06,1.93,0.2,26.5,0.82,3.0,2090.5,2091.5,120,250
2023-08-30,TAO-WY,渭源,洮河,洮河,35.137,104.211,upstream,2088.06,1.65,0.2,25.4,0.8,2.6,2090.5,2091.5,120,250
2023-08-31,TAO-WY,渭源,洮河,洮河,35.137,104.211,upstream,2088.05,1.36,0.0,22.3,0.76,2.2,2090.5,2091.5,120,250
2023-09-01,TAO-WY,渭源,洮河,洮河,35.137,104.211,upstream,2088.05,1.6,0.0,21.3,0.81,2.5,2090.5,2091.5,120,250
2023-09-02,TAO-WY,渭源,洮河,洮河,35.137,104.211,upstream,2088.06,1.83,0.0,22.3,0.78,2.9,2090.5,2091.5,120,250
2023-09-03,TAO-WY,渭源,洮河,洮河,35.137,104.211,upstream,2088.06,1.75,0.0,26.4,0.81,2.7,2090.5,2091.5,120,250
2023-09-04,TAO-WY,渭源,洮河,洮河,35.137,104.211,upstream,2088.05,1.46,0.1,28.8,0.74,2.3,2090.5,2091.5,120,250
2023-09-05,TAO-WY,渭源,洮河,洮河,35.137,104.211,upstream,2088.05,1.27,0.0,30.1,0.77,2.1,2090.5,2091.5,120,250
2023-09-06,TAO-WY,渭源,洮河,洮河,35.137,104.211,upstream,2088.05,1.18,0.0,29.5,0.78,1.9,2090.5,2091.5,120,250
2023-09-07,TAO-WY,渭源,洮河,洮河,35.137,104.211,upstream,2088.05,1.02,2.4,27.7,0.73,1.7,2090.5,2091.5,120,250
2023-09-08,TAO-WY,渭源,洮河,洮河,35.137,104.211,upstream,2088.06,1.69,13.0,25.5,0.77,2.7,2090.5,2091.5,120,250
2023-09-09,TAO-WY,渭源,洮河,洮河,35.137,104.211,upstream,2088.08,3.92,0.4,25.4,0.84,5.7,2090.5,2091.5,120,250
2023-09-10,TAO-WY,渭源,洮河,洮河,35.137,104.211,upstream,2088.09,5.21,9.1,22.2,0.95,7.4,2090.5,2091.5,120,250
2023-09-11,TAO-WY,渭源,洮河,洮河,35.137,104.211,upstream,2088.09,5.28,13.1,22.7,0.88,7.5,2090.5,2091.5,120,250
2023-09-12,TAO-WY,渭源,洮河,洮河,35.137,104.211,upstream,2088.08,3.62,0.9,23.4,0.87,5.3,2090.5,2091.5,120,250
2023-09-13,TAO-WY,渭源,洮河,洮河,35.137,104.211,upstream,2088.1,6.5,7.6,22.8,1.03,9.0,2090.5,2091.5,120,250
2023-09-14,TAO-WY,渭源,洮河,洮河,35.137,104.211,upstream,2088.09,5.26,0.0,21.8,0.93,7.4,2090.5,2091.5,120,250
2023-09-15,TAO-WY,渭源,洮河,洮河,35.137,104.211,upstream,2088.08,3.62,0.0,19.1,0.78,5.3,2090.5,2091.5,120,250
2023-09-16,TAO-WY,渭源,洮河,洮河,35.137,104.211,upstream,2088.07,2.79,0.0,19.1,0.83,4.2,2090.5,2091.5,120,250
2023-09-17,TAO-WY,渭源,洮河,洮河,35.137,104.211,upstream,2088.07,2.83,11.3,18.9,0.87,4.2,2090.5,2091.5,120,250
2023-09-18,TAO-WY,渭源,洮河,洮河,35.137,104.211,upstream,2088.07,2.65,2.9,19.1,0.81,4.0,2090.5,2091.5,120,250
2023-09-19,TAO-WY,渭源,洮河,洮河,35.137,104.211,upstream,2088.07,2.61,0.0,19.4,0.86,3.9,2090.5,2091.5,120,250
2023-09-20,TAO-WY,渭源,洮河,洮河,35.137,104.211,upstream,2088.07,2.79,0.0,19.4,0.85,4.2,2090.5,2091.5,120,250
2023-09-21,TAO-WY,渭源,洮河,洮河,35.137,104.211,upstream,2088.07,2.99,0.0,19.3,0.85,4.5,2090.5,2091.5,120,250
2023-09-22,TAO-WY,渭源,洮河,洮河,35.137,104.211,upstream,2088.08,3.47,0.0,18.7,0.84,5.1,2090.5,2091.5,120,250
2023-09-23,TAO-WY,渭源,洮河,洮河,35.137,104.211,upstream,2088.09,4.55,24.6,16.0,0.87,6.5,2090.5,2091.5,120,250
2023-09-24,TAO-WY,渭源,洮河,洮河,35.137,104.211,upstream,2088.13,12.48,26.3,17.1,1.16,16.3,2090.5,2091.5,120,250
2023-09-25,TAO-WY,渭源,洮河,洮河,35.137,104.211,upstream,2088.12,9.67,0.6,17.7,1.08,12.9,2090.5,2091.5,120,250
2023-09-26,TAO-WY,渭源,洮河,洮河,35.137,104.211,upstream,2088.11,8.13,2.1,15.5,1.05,11.0,2090.5,2091.5,120,250
2023-09-27,TAO-WY,渭源,洮河,洮河,35.137,104.211,upstream,2088.12,10.49,0.3,16.3,1.13,13.9,2090.5,2091.5,120,250
2023-09-28,TAO-WY,渭源,洮河,洮河,35.137,104.211,upstream,2088.12,9.99,0.0,15.4,1.07,13.3,2090.5,2091.5,120,250
2023-09-29,TAO-WY,渭源,洮河,洮河,35.137,104.211,upstream,2088.11,8.11,1.5,17.5,1.02,11.0,2090.5,2091.5,120,250
2023-09-30,TAO-WY,渭源,洮河,洮河,35.137,104.211,upstream,2088.1,6.8,0.0,19.5,0.99,9.4,2090.5,2091.5,120,250
2023-10-01,TAO-WY,渭源,洮河,洮河,35.137,104.211,upstream,2088.09,5.69,0.0,20.1,0.85,8.0,2090.5,2091.5,120,250
2023-10-02,TAO-WY,渭源,洮河,洮河,35.137,104.211,upstream,2088.09,4.64,0.0,21.1,0.86,6.6,2090.5,2091.5,120,250
2023-10-03,TAO-WY,渭源,洮河,洮河,35.137,104.211,upstream,2088.08,4.3,0.0,21.4,0.84,6.2,2090.5,2091.5,120,250
2023-10-04,TAO-WY,渭源,洮河,洮河,35.137,104.211,upstream,2088.08,3.96,0.0,21.1,0.86,5.7,2090.5,2091.5,120,250
2023-10-05,TAO-WY,渭源,洮河,洮河,35.137,104.211,upstream,2088.08,3.44,0.3,18.7,0.84,5.1,2090.5,2091.5,120,250
2023-10-06,TAO-WY,渭源,洮河,洮河,35.137,104.211,upstream,2088.07,3.33,1.2,21.0,0.83,4.9,2090.5,2091.5,120,250
2023-10-07,TAO-WY,渭源,洮河,洮河,35.137,104.211,upstream,2088.07,3.24,8.0,17.3,0.8,4.8,2090.5,2091.5,120,250
2023-10-08,TAO-WY,渭源,洮河,洮河,35.137,104.211,upstream,2088.08,3.4,0.0,12.4,0.87,5.0,2090.5,2091.5,120,250
2023-10-09,TAO-WY,渭源,洮河,洮河,35.137,104.211,upstream,2088.07,2.94,1.1,12.1,0.84,4.4,2090.5,2091.5,120,250
2023-10-10,TAO-WY,渭源,洮河,洮河,35.137,104.211,upstream,2088.07,3.08,0.3,13.1,0.77,4.6,2090.5,2091.5,120,250
2023-10-11,TAO-WY,渭源,洮河,洮河,35.137,104.211,upstream,2088.07,3.17,0.0,13.8,0.84,4.7,2090.5,2091.5,120,250
2023-10-12,TAO-WY,渭源,洮河,洮河,35.137,104.211,upstream,2088.07,3.01,0.0,15.2,0.78,4.5,2090.5,2091.5,120,250
2023-10-13,TAO-WY,渭源,洮河,洮河,35.137,104.211,upstream,2088.07,2.92,0.0,14.9,0.9,4.4,2090.5,2091.5,120,250
2023-10-14,TAO-WY,渭源,洮河,洮河,35.137,104.211,upstream,2088.07,2.99,6.9,13.7,0.81,4.5,2090.5,2091.5,120,250
2023-10-15,TAO-WY,渭源,洮河,洮河,35.137,104.211,upstream,2088.08,3.51,11.4,12.8,0.83,5.1,2090.5,2091.5,120,250
2023-10-16,TAO-WY,渭源,洮河,洮河,35.137,104.211,upstream,2088.07,3.19,0.0,10.9,0.84,4.7,2090.5,2091.5,120,250
2023-10-17,TAO-WY,渭源,洮河,洮河,35.137,104.211,upstream,2088.07,3.17,0.0,13.4,0.83,4.7,2090.5,2091.5,120,250
2023-10-18,TAO-WY,渭源,洮河,洮河,35.137,104.211,upstream,2088.08,3.6,0.0,12.0,0.85,5.3,2090.5,2091.5,120,250
2023-10-19,TAO-WY,渭源,洮河,洮河,35.137,104.211,upstream,2088.08,4.1,0.0,14.0,0.94,5.9,2090.5,2091.5,120,250
